"pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
3322,3,"turk18-colorEllipseTrendError-ggplot","k-3-sdline-0.45-sdgroup-0.30","","16, 18","Images/Lineups/svgs/25db710b124a4fdbb6e357cb2a5960ce.svg","turk18",33,"set-33-k-3-sd.trend-0.45-sd.group-0.30-ggplot"
3422,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.45-sdgroup-0.25","","3, 6","Images/Lineups/svgs/de97d767fccb9c9c52c2c26c2a870b85.svg","turk18",34,"set-34-k-5-sd.trend-0.45-sd.group-0.25-ggplot"
3522,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.45-sdgroup-0.25","","8, 14","Images/Lineups/svgs/b4738798c65755adb111f53b4ba7b970.svg","turk18",35,"set-35-k-5-sd.trend-0.45-sd.group-0.25-ggplot"
3622,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.45-sdgroup-0.25","","11, 15","Images/Lineups/svgs/d76a0e27e1a1e9016a87519b8adc9f98.svg","turk18",36,"set-36-k-5-sd.trend-0.45-sd.group-0.25-ggplot"
4322,3,"turk18-colorEllipseTrendError-ggplot","k-3-sdline-0.35-sdgroup-0.35","","20, 2","Images/Lineups/svgs/315a2f6ee9b0434a91651c354ded08bb.svg","turk18",43,"set-43-k-3-sd.trend-0.35-sd.group-0.35-ggplot"
4422,3,"turk18-colorEllipseTrendError-ggplot","k-3-sdline-0.35-sdgroup-0.35","","18, 16","Images/Lineups/svgs/44efc4d19c716242c03b927798a349b8.svg","turk18",44,"set-44-k-3-sd.trend-0.35-sd.group-0.35-ggplot"
4522,3,"turk18-colorEllipseTrendError-ggplot","k-3-sdline-0.35-sdgroup-0.35","","2, 7","Images/Lineups/svgs/7ffad048c831f3851066d3ac02d46718.svg","turk18",45,"set-45-k-3-sd.trend-0.35-sd.group-0.35-ggplot"
4622,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.35-sdgroup-0.30","","4, 19","Images/Lineups/svgs/bee643de79f71bc2cfba2059b10ed3dc.svg","turk18",46,"set-46-k-5-sd.trend-0.35-sd.group-0.30-ggplot"
4722,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.35-sdgroup-0.30","","7, 5","Images/Lineups/svgs/66d8aff477524aa86904d69012230901.svg","turk18",47,"set-47-k-5-sd.trend-0.35-sd.group-0.30-ggplot"
4822,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.35-sdgroup-0.30","","12, 5","Images/Lineups/svgs/15f009defc5f0960a004e12b2114cec8.svg","turk18",48,"set-48-k-5-sd.trend-0.35-sd.group-0.30-ggplot"
4922,3,"turk18-colorEllipseTrendError-ggplot","k-3-sdline-0.45-sdgroup-0.35","","17, 4","Images/Lineups/svgs/e6bfc96eeca303949a19ad45d7c2dcd9.svg","turk18",49,"set-49-k-3-sd.trend-0.45-sd.group-0.35-ggplot"
5022,3,"turk18-colorEllipseTrendError-ggplot","k-3-sdline-0.45-sdgroup-0.35","","9, 1","Images/Lineups/svgs/33fdff48e2bdd1f7de83b296f9fdf158.svg","turk18",50,"set-50-k-3-sd.trend-0.45-sd.group-0.35-ggplot"
5122,3,"turk18-colorEllipseTrendError-ggplot","k-3-sdline-0.45-sdgroup-0.35","","8, 6","Images/Lineups/svgs/5b5d71626caa73cee397a6da5ee5b98b.svg","turk18",51,"set-51-k-3-sd.trend-0.45-sd.group-0.35-ggplot"
5222,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.45-sdgroup-0.30","","13, 2","Images/Lineups/svgs/478e9bcdeff061c7f643e9db0b47953b.svg","turk18",52,"set-52-k-5-sd.trend-0.45-sd.group-0.30-ggplot"
5322,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.45-sdgroup-0.30","","14, 11","Images/Lineups/svgs/f5cee59d501aae19d8d208fe5bb8f9b5.svg","turk18",53,"set-53-k-5-sd.trend-0.45-sd.group-0.30-ggplot"
5422,5,"turk18-colorEllipseTrendError-ggplot","k-5-sdline-0.45-sdgroup-0.30","","8, 13","Images/Lineups/svgs/2bc0967788beb89ef81dd79dfcebb5de.svg","turk18",54,"set-54-k-5-sd.trend-0.45-sd.group-0.30-ggplot"
104,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.25","","20, 11","Images/Lineups/svgs/34fcf946135adb1c03b147897f20b33d.svg","turk18",1,"set-1-k-3-sd.trend-0.25-sd.group-0.25-turk16"
204,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.25","","1, 9","Images/Lineups/svgs/cfeb9f570a2326f0234f5f079b405c33.svg","turk18",2,"set-2-k-3-sd.trend-0.25-sd.group-0.25-turk16"
304,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.25","","14, 4","Images/Lineups/svgs/6696d2290fa4fc8e85807c99844c8db3.svg","turk18",3,"set-3-k-3-sd.trend-0.25-sd.group-0.25-turk16"
404,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.20","","12, 9","Images/Lineups/svgs/89e3ebac1cbe5ac1a286ce4529e073f8.svg","turk18",4,"set-4-k-5-sd.trend-0.25-sd.group-0.20-turk16"
504,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.20","","19, 12","Images/Lineups/svgs/0dfeb92a017675b569c96ba1094f79a0.svg","turk18",5,"set-5-k-5-sd.trend-0.25-sd.group-0.20-turk16"
604,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.20","","1, 14","Images/Lineups/svgs/fa4701507d1a0e60e8a09554b25826d6.svg","turk18",6,"set-6-k-5-sd.trend-0.25-sd.group-0.20-turk16"
704,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.25","","20, 13","Images/Lineups/svgs/9885e3918df3ba8cfcd52769d7782874.svg","turk18",7,"set-7-k-3-sd.trend-0.35-sd.group-0.25-turk16"
804,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.25","","2, 15","Images/Lineups/svgs/5821c7f4ee926cf35fbcfbe33f1574ed.svg","turk18",8,"set-8-k-3-sd.trend-0.35-sd.group-0.25-turk16"
904,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.25","","2, 11","Images/Lineups/svgs/7cfda0f7c1800e22eb3d605c22fda863.svg","turk18",9,"set-9-k-3-sd.trend-0.35-sd.group-0.25-turk16"
1004,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.20","","4, 1","Images/Lineups/svgs/5eb0fd4c95bf4b3f0369657d7832ff8e.svg","turk18",10,"set-10-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1104,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.20","","18, 13","Images/Lineups/svgs/83851774eab1980558038d9bed59ca41.svg","turk18",11,"set-11-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1204,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.20","","16, 1","Images/Lineups/svgs/77989b6b017a1f926b3f17d67f0d804e.svg","turk18",12,"set-12-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1304,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.25","","15, 16","Images/Lineups/svgs/e0d5681f1ee139d1b9d008c8d1948d8b.svg","turk18",13,"set-13-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1404,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.25","","15, 19","Images/Lineups/svgs/a6370bb944cfa6b146c807e7287cf3c8.svg","turk18",14,"set-14-k-3-sd.trend-0.45-sd.group-0.25-turk16"
