"pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
1504,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.25","","17, 8","Images/Lineups/svgs/5d7c8146387b6bf1ddcefdbb158a1cd8.svg","turk18",15,"set-15-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1604,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.20","","12, 4","Images/Lineups/svgs/fbdaecf367c2ce10c9cd30a1ed145cf9.svg","turk18",16,"set-16-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1704,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.20","","14, 13","Images/Lineups/svgs/e3407ce72531a6549a903d8f696bb648.svg","turk18",17,"set-17-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1804,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.20","","20, 5","Images/Lineups/svgs/8aaff2b99bdf9e0bc167f0c40f8d94ba.svg","turk18",18,"set-18-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1904,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.30","","2, 1","Images/Lineups/svgs/f1b0f1af692af00e79ce0f26cc9dfbcd.svg","turk18",19,"set-19-k-3-sd.trend-0.25-sd.group-0.30-turk16"
2004,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.30","","1, 13","Images/Lineups/svgs/eb6bdfddc143a8bf45d89b847c25c007.svg","turk18",20,"set-20-k-3-sd.trend-0.25-sd.group-0.30-turk16"
2104,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.30","","1, 20","Images/Lineups/svgs/d903eba676529aa169282dd03d50ae20.svg","turk18",21,"set-21-k-3-sd.trend-0.25-sd.group-0.30-turk16"
2204,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.25","","11, 17","Images/Lineups/svgs/472cae225cbd2e39ac1bb0e5d1bd6981.svg","turk18",22,"set-22-k-5-sd.trend-0.25-sd.group-0.25-turk16"
2304,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.25","","6, 1","Images/Lineups/svgs/fb229a5f4df7309751cf39a1ba1ce015.svg","turk18",23,"set-23-k-5-sd.trend-0.25-sd.group-0.25-turk16"
2404,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.25","","2, 3","Images/Lineups/svgs/7b4aa4b24ca3c917ad14c05f5700910c.svg","turk18",24,"set-24-k-5-sd.trend-0.25-sd.group-0.25-turk16"
2504,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.30","","5, 1","Images/Lineups/svgs/fc9d9db6d2ffe2649ee82f33c1054a4f.svg","turk18",25,"set-25-k-3-sd.trend-0.35-sd.group-0.30-turk16"
2604,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.30","","8, 5","Images/Lineups/svgs/317b1838233d679e86196059b264a11c.svg","turk18",26,"set-26-k-3-sd.trend-0.35-sd.group-0.30-turk16"
2704,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.30","","9, 2","Images/Lineups/svgs/5fe3653ad0c6299f08655a77082ba23b.svg","turk18",27,"set-27-k-3-sd.trend-0.35-sd.group-0.30-turk16"
2804,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.25","","7, 13","Images/Lineups/svgs/cf52ee3755063af6b1f9b6871ec661f3.svg","turk18",28,"set-28-k-5-sd.trend-0.35-sd.group-0.25-turk16"
2904,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.25","","18, 14","Images/Lineups/svgs/6dbbcc8764e86a26c8365bca8a718004.svg","turk18",29,"set-29-k-5-sd.trend-0.35-sd.group-0.25-turk16"
3004,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.25","","18, 12","Images/Lineups/svgs/93f8327547a07b08ca350c4931ea7ecd.svg","turk18",30,"set-30-k-5-sd.trend-0.35-sd.group-0.25-turk16"
3104,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.30","","19, 11","Images/Lineups/svgs/a91674b7e14be2cdd2946819a5909779.svg","turk18",31,"set-31-k-3-sd.trend-0.45-sd.group-0.30-turk16"
3204,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.30","","5, 18","Images/Lineups/svgs/61159e2117a7410a70e63c81c6b9864b.svg","turk18",32,"set-32-k-3-sd.trend-0.45-sd.group-0.30-turk16"
3304,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.30","","16, 18","Images/Lineups/svgs/da891e0fa6abd58ebcba33aa79a37c86.svg","turk18",33,"set-33-k-3-sd.trend-0.45-sd.group-0.30-turk16"
3404,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.25","","3, 6","Images/Lineups/svgs/b7de73736d86c8510ede650c340deb2b.svg","turk18",34,"set-34-k-5-sd.trend-0.45-sd.group-0.25-turk16"
3504,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.25","","8, 14","Images/Lineups/svgs/c25f853c3a0ba4cb300c8b1b56cc9baa.svg","turk18",35,"set-35-k-5-sd.trend-0.45-sd.group-0.25-turk16"
3604,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.25","","11, 15","Images/Lineups/svgs/b119a6df04a321d612730e9f674b0e37.svg","turk18",36,"set-36-k-5-sd.trend-0.45-sd.group-0.25-turk16"
3704,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.35","","12, 17","Images/Lineups/svgs/5ee2358828065c57a9e1186d0fc85ed5.svg","turk18",37,"set-37-k-3-sd.trend-0.25-sd.group-0.35-turk16"
3804,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.35","","15, 1","Images/Lineups/svgs/b66169d7ef6a5bb1e166a579f5869bbb.svg","turk18",38,"set-38-k-3-sd.trend-0.25-sd.group-0.35-turk16"
3904,3,"turk18-color-turk16","k-3-sdline-0.25-sdgroup-0.35","","19, 5","Images/Lineups/svgs/8037394e397e2690f3d3713635f1b400.svg","turk18",39,"set-39-k-3-sd.trend-0.25-sd.group-0.35-turk16"
4004,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.30","","19, 15","Images/Lineups/svgs/1db21e4de532d9a925833d0337526221.svg","turk18",40,"set-40-k-5-sd.trend-0.25-sd.group-0.30-turk16"
4104,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.30","","17, 13","Images/Lineups/svgs/9628095441454f02e34cf8871d413a9e.svg","turk18",41,"set-41-k-5-sd.trend-0.25-sd.group-0.30-turk16"
4204,5,"turk18-color-turk16","k-5-sdline-0.25-sdgroup-0.30","","12, 11","Images/Lineups/svgs/914106762ea3474362609ef6a550aa24.svg","turk18",42,"set-42-k-5-sd.trend-0.25-sd.group-0.30-turk16"
4304,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.35","","20, 2","Images/Lineups/svgs/2b6897a76267e01c486bd7f81e9c6d74.svg","turk18",43,"set-43-k-3-sd.trend-0.35-sd.group-0.35-turk16"
4404,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.35","","18, 16","Images/Lineups/svgs/2650b27265783bb86ad770057b3091d4.svg","turk18",44,"set-44-k-3-sd.trend-0.35-sd.group-0.35-turk16"
4504,3,"turk18-color-turk16","k-3-sdline-0.35-sdgroup-0.35","","2, 7","Images/Lineups/svgs/945320fc3cf1565f12bcce0dbee3cf98.svg","turk18",45,"set-45-k-3-sd.trend-0.35-sd.group-0.35-turk16"
4604,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.30","","4, 19","Images/Lineups/svgs/e405ddac57cac5b4b0085646bc5a2ee7.svg","turk18",46,"set-46-k-5-sd.trend-0.35-sd.group-0.30-turk16"
4704,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.30","","7, 5","Images/Lineups/svgs/f89e203bb1b1309204fdc2da79b2896e.svg","turk18",47,"set-47-k-5-sd.trend-0.35-sd.group-0.30-turk16"
4804,5,"turk18-color-turk16","k-5-sdline-0.35-sdgroup-0.30","","12, 5","Images/Lineups/svgs/a475219dc91748e989145a3aff304758.svg","turk18",48,"set-48-k-5-sd.trend-0.35-sd.group-0.30-turk16"
4904,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.35","","17, 4","Images/Lineups/svgs/3513b47c6940b2088a94734ea45bdd70.svg","turk18",49,"set-49-k-3-sd.trend-0.45-sd.group-0.35-turk16"
5004,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.35","","9, 1","Images/Lineups/svgs/9755f24ed09101ba3e8c7abf1c37ab9e.svg","turk18",50,"set-50-k-3-sd.trend-0.45-sd.group-0.35-turk16"
5104,3,"turk18-color-turk16","k-3-sdline-0.45-sdgroup-0.35","","8, 6","Images/Lineups/svgs/f67336148df1e00cac00cc4e8f29f505.svg","turk18",51,"set-51-k-3-sd.trend-0.45-sd.group-0.35-turk16"
5204,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.30","","13, 2","Images/Lineups/svgs/c398a8a6fa394feb16755c7291d381b0.svg","turk18",52,"set-52-k-5-sd.trend-0.45-sd.group-0.30-turk16"
5304,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.30","","14, 11","Images/Lineups/svgs/67e596c63dc85f55426a8f23576ad354.svg","turk18",53,"set-53-k-5-sd.trend-0.45-sd.group-0.30-turk16"
5404,5,"turk18-color-turk16","k-5-sdline-0.45-sdgroup-0.30","","8, 13","Images/Lineups/svgs/28f2db77d3351061761dc46b8bf0132e.svg","turk18",54,"set-54-k-5-sd.trend-0.45-sd.group-0.30-turk16"
114,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.25","","20, 11","Images/Lineups/svgs/e30ff06449a4b7664fe3109f7e2e996f.svg","turk18",1,"set-1-k-3-sd.trend-0.25-sd.group-0.25-turk16"
214,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.25","","1, 9","Images/Lineups/svgs/02bfae4424f87663e4e750435cc726d1.svg","turk18",2,"set-2-k-3-sd.trend-0.25-sd.group-0.25-turk16"
314,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.25","","14, 4","Images/Lineups/svgs/dbbaef43f7c4ddb6dc2d4dca3373aa8b.svg","turk18",3,"set-3-k-3-sd.trend-0.25-sd.group-0.25-turk16"
414,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.20","","12, 9","Images/Lineups/svgs/64af91b1a99b620e6af042da7a828c59.svg","turk18",4,"set-4-k-5-sd.trend-0.25-sd.group-0.20-turk16"
514,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.20","","19, 12","Images/Lineups/svgs/c1ac62601da17120d61f661ed1cad7d9.svg","turk18",5,"set-5-k-5-sd.trend-0.25-sd.group-0.20-turk16"
614,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.20","","1, 14","Images/Lineups/svgs/a8de408a97ab1df9b36763676517cc5d.svg","turk18",6,"set-6-k-5-sd.trend-0.25-sd.group-0.20-turk16"
714,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.25","","20, 13","Images/Lineups/svgs/5f02a095db964260af2f9623cf1d494f.svg","turk18",7,"set-7-k-3-sd.trend-0.35-sd.group-0.25-turk16"
814,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.25","","2, 15","Images/Lineups/svgs/548fbff6115d58987d351f4acc67ea71.svg","turk18",8,"set-8-k-3-sd.trend-0.35-sd.group-0.25-turk16"
914,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.25","","2, 11","Images/Lineups/svgs/ae1d74c171bcbac3124f876c5800ed97.svg","turk18",9,"set-9-k-3-sd.trend-0.35-sd.group-0.25-turk16"
1014,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.20","","4, 1","Images/Lineups/svgs/cce3b18062b451fcd9baf4bd9bf39dae.svg","turk18",10,"set-10-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1114,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.20","","18, 13","Images/Lineups/svgs/881487dc3563c14d935d131e4733393d.svg","turk18",11,"set-11-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1214,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.20","","16, 1","Images/Lineups/svgs/eaa361f6f9cca053710bfa63cc33ad0b.svg","turk18",12,"set-12-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1314,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.25","","15, 16","Images/Lineups/svgs/9e0acabc947b28d8ff16585db3724398.svg","turk18",13,"set-13-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1414,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.25","","15, 19","Images/Lineups/svgs/7f62b6b5fe2d91d5063ffec056c92c9e.svg","turk18",14,"set-14-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1514,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.25","","17, 8","Images/Lineups/svgs/09e60a37725eb51dcb228c0b46d75e52.svg","turk18",15,"set-15-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1614,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.20","","12, 4","Images/Lineups/svgs/c5c5ab50d493561d5d0de69ddf31722f.svg","turk18",16,"set-16-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1714,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.20","","14, 13","Images/Lineups/svgs/1869bb4181563aef6545bc50731e8408.svg","turk18",17,"set-17-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1814,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.20","","20, 5","Images/Lineups/svgs/e7650f92d920b1a0ebf52868e9db7b7c.svg","turk18",18,"set-18-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1914,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.30","","2, 1","Images/Lineups/svgs/36c2fa0a335227153b63208dd485f3f4.svg","turk18",19,"set-19-k-3-sd.trend-0.25-sd.group-0.30-turk16"
2014,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.30","","1, 13","Images/Lineups/svgs/43b2d228dc433fc11402e199bd0fc426.svg","turk18",20,"set-20-k-3-sd.trend-0.25-sd.group-0.30-turk16"
2114,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.30","","1, 20","Images/Lineups/svgs/6e422ad306fc9a29d4a8d95ab51f16e6.svg","turk18",21,"set-21-k-3-sd.trend-0.25-sd.group-0.30-turk16"
2214,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.25","","11, 17","Images/Lineups/svgs/c93071c22ee44b4f93019ba566f0b119.svg","turk18",22,"set-22-k-5-sd.trend-0.25-sd.group-0.25-turk16"
2314,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.25","","6, 1","Images/Lineups/svgs/287c660625c98bc4da49b5094effe650.svg","turk18",23,"set-23-k-5-sd.trend-0.25-sd.group-0.25-turk16"
2414,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.25","","2, 3","Images/Lineups/svgs/1661424f64c85517dc5218d85f694db3.svg","turk18",24,"set-24-k-5-sd.trend-0.25-sd.group-0.25-turk16"
2514,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.30","","5, 1","Images/Lineups/svgs/7b4f7056616ec2801b18c8274e39721b.svg","turk18",25,"set-25-k-3-sd.trend-0.35-sd.group-0.30-turk16"
2614,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.30","","8, 5","Images/Lineups/svgs/8b3b643a49339cfeefe2e7eafc33c6bf.svg","turk18",26,"set-26-k-3-sd.trend-0.35-sd.group-0.30-turk16"
2714,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.30","","9, 2","Images/Lineups/svgs/bdf181bfed5bb2313a1b3e7378afd704.svg","turk18",27,"set-27-k-3-sd.trend-0.35-sd.group-0.30-turk16"
2814,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.25","","7, 13","Images/Lineups/svgs/1c637f94f110f7ac953886e90e6a45a0.svg","turk18",28,"set-28-k-5-sd.trend-0.35-sd.group-0.25-turk16"
2914,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.25","","18, 14","Images/Lineups/svgs/dbdeebd63b363c2f92944fde588be2fe.svg","turk18",29,"set-29-k-5-sd.trend-0.35-sd.group-0.25-turk16"
3014,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.25","","18, 12","Images/Lineups/svgs/1d9d75a9d5d9db0da0f891b520edfdf4.svg","turk18",30,"set-30-k-5-sd.trend-0.35-sd.group-0.25-turk16"
3114,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.30","","19, 11","Images/Lineups/svgs/3a678786ce79ffb6740d2aa53f86a7bb.svg","turk18",31,"set-31-k-3-sd.trend-0.45-sd.group-0.30-turk16"
3214,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.30","","5, 18","Images/Lineups/svgs/d4a32def889e607262fa862b94d67b24.svg","turk18",32,"set-32-k-3-sd.trend-0.45-sd.group-0.30-turk16"
3314,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.30","","16, 18","Images/Lineups/svgs/9ef33b715225e4288785f888ecd3b804.svg","turk18",33,"set-33-k-3-sd.trend-0.45-sd.group-0.30-turk16"
3414,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.25","","3, 6","Images/Lineups/svgs/7f139faac3fc55836f593d08033fed0c.svg","turk18",34,"set-34-k-5-sd.trend-0.45-sd.group-0.25-turk16"
3514,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.25","","8, 14","Images/Lineups/svgs/c62b6078ad37c7966d271aab27b48ec2.svg","turk18",35,"set-35-k-5-sd.trend-0.45-sd.group-0.25-turk16"
3614,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.25","","11, 15","Images/Lineups/svgs/3baf951f29edaa88e10639b61315fcd3.svg","turk18",36,"set-36-k-5-sd.trend-0.45-sd.group-0.25-turk16"
3714,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.35","","12, 17","Images/Lineups/svgs/eec5752bc8a2ddace6b1c11da1402595.svg","turk18",37,"set-37-k-3-sd.trend-0.25-sd.group-0.35-turk16"
3814,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.35","","15, 1","Images/Lineups/svgs/593683aa3679c72bd3336feb2421d39a.svg","turk18",38,"set-38-k-3-sd.trend-0.25-sd.group-0.35-turk16"
3914,3,"turk18-colorEllipse-turk16","k-3-sdline-0.25-sdgroup-0.35","","19, 5","Images/Lineups/svgs/85681590eb2b403e859ea826f28d1255.svg","turk18",39,"set-39-k-3-sd.trend-0.25-sd.group-0.35-turk16"
4014,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.30","","19, 15","Images/Lineups/svgs/983d292155a41de112089bd427eca922.svg","turk18",40,"set-40-k-5-sd.trend-0.25-sd.group-0.30-turk16"
4114,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.30","","17, 13","Images/Lineups/svgs/6b38f488576dbadfa948bf0151a84acb.svg","turk18",41,"set-41-k-5-sd.trend-0.25-sd.group-0.30-turk16"
4214,5,"turk18-colorEllipse-turk16","k-5-sdline-0.25-sdgroup-0.30","","12, 11","Images/Lineups/svgs/2509e7ca5f1ea9080c9a298e0822effc.svg","turk18",42,"set-42-k-5-sd.trend-0.25-sd.group-0.30-turk16"
4314,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.35","","20, 2","Images/Lineups/svgs/04f464ba7c310c9669724f271dc95c4b.svg","turk18",43,"set-43-k-3-sd.trend-0.35-sd.group-0.35-turk16"
4414,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.35","","18, 16","Images/Lineups/svgs/7c200e52f4ae371e026fff30a63f60af.svg","turk18",44,"set-44-k-3-sd.trend-0.35-sd.group-0.35-turk16"
4514,3,"turk18-colorEllipse-turk16","k-3-sdline-0.35-sdgroup-0.35","","2, 7","Images/Lineups/svgs/56ce5feaa03300a59ccac553bd1e9fac.svg","turk18",45,"set-45-k-3-sd.trend-0.35-sd.group-0.35-turk16"
4614,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.30","","4, 19","Images/Lineups/svgs/4d5bd21a3be815bb778d5dd5725da2b2.svg","turk18",46,"set-46-k-5-sd.trend-0.35-sd.group-0.30-turk16"
4714,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.30","","7, 5","Images/Lineups/svgs/b1d1db7db52586ecf55bf27d99353fdd.svg","turk18",47,"set-47-k-5-sd.trend-0.35-sd.group-0.30-turk16"
4814,5,"turk18-colorEllipse-turk16","k-5-sdline-0.35-sdgroup-0.30","","12, 5","Images/Lineups/svgs/cdefdb62e3588195f2e7cf0eda3b9d40.svg","turk18",48,"set-48-k-5-sd.trend-0.35-sd.group-0.30-turk16"
4914,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.35","","17, 4","Images/Lineups/svgs/e27e3e895ba5151901c2ec3bc6ea443e.svg","turk18",49,"set-49-k-3-sd.trend-0.45-sd.group-0.35-turk16"
5014,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.35","","9, 1","Images/Lineups/svgs/83063ce746bd12e2901039c7186c4414.svg","turk18",50,"set-50-k-3-sd.trend-0.45-sd.group-0.35-turk16"
5114,3,"turk18-colorEllipse-turk16","k-3-sdline-0.45-sdgroup-0.35","","8, 6","Images/Lineups/svgs/c9f6f465b4f1399e8f2db21995a7176a.svg","turk18",51,"set-51-k-3-sd.trend-0.45-sd.group-0.35-turk16"
5214,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.30","","13, 2","Images/Lineups/svgs/abaaa8f87d20a868162b2b1875cd6ea7.svg","turk18",52,"set-52-k-5-sd.trend-0.45-sd.group-0.30-turk16"
5314,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.30","","14, 11","Images/Lineups/svgs/8a580d739de5e0aae7d4fa12d3ace581.svg","turk18",53,"set-53-k-5-sd.trend-0.45-sd.group-0.30-turk16"
5414,5,"turk18-colorEllipse-turk16","k-5-sdline-0.45-sdgroup-0.30","","8, 13","Images/Lineups/svgs/294c5c86204cfdec4f2bf0bfb5f83c23.svg","turk18",54,"set-54-k-5-sd.trend-0.45-sd.group-0.30-turk16"
134,3,"turk18-colorTrend-turk16","k-3-sdline-0.25-sdgroup-0.25","","20, 11","Images/Lineups/svgs/9012252a67d6afca0b81a6d47f472d4d.svg","turk18",1,"set-1-k-3-sd.trend-0.25-sd.group-0.25-turk16"
234,3,"turk18-colorTrend-turk16","k-3-sdline-0.25-sdgroup-0.25","","1, 9","Images/Lineups/svgs/508e1aa1038873dc237a4e28ba7d7ccd.svg","turk18",2,"set-2-k-3-sd.trend-0.25-sd.group-0.25-turk16"
334,3,"turk18-colorTrend-turk16","k-3-sdline-0.25-sdgroup-0.25","","14, 4","Images/Lineups/svgs/b325863c088afd64e661c7aecd8cd4a7.svg","turk18",3,"set-3-k-3-sd.trend-0.25-sd.group-0.25-turk16"
434,5,"turk18-colorTrend-turk16","k-5-sdline-0.25-sdgroup-0.20","","12, 9","Images/Lineups/svgs/5569527ecb38b0f318dc77e8723da7a4.svg","turk18",4,"set-4-k-5-sd.trend-0.25-sd.group-0.20-turk16"
534,5,"turk18-colorTrend-turk16","k-5-sdline-0.25-sdgroup-0.20","","19, 12","Images/Lineups/svgs/467edfb1f4554a5f86492d19e24d0644.svg","turk18",5,"set-5-k-5-sd.trend-0.25-sd.group-0.20-turk16"
634,5,"turk18-colorTrend-turk16","k-5-sdline-0.25-sdgroup-0.20","","1, 14","Images/Lineups/svgs/dab5a331d86a356ca67295e55236fb30.svg","turk18",6,"set-6-k-5-sd.trend-0.25-sd.group-0.20-turk16"
734,3,"turk18-colorTrend-turk16","k-3-sdline-0.35-sdgroup-0.25","","20, 13","Images/Lineups/svgs/34cd8e4544c5d6efe60bd93e0d605841.svg","turk18",7,"set-7-k-3-sd.trend-0.35-sd.group-0.25-turk16"
834,3,"turk18-colorTrend-turk16","k-3-sdline-0.35-sdgroup-0.25","","2, 15","Images/Lineups/svgs/21f795d193e0f6a777dd92f2bbbedb17.svg","turk18",8,"set-8-k-3-sd.trend-0.35-sd.group-0.25-turk16"
934,3,"turk18-colorTrend-turk16","k-3-sdline-0.35-sdgroup-0.25","","2, 11","Images/Lineups/svgs/5d2a4c8087b62bb0ed25e854c743665e.svg","turk18",9,"set-9-k-3-sd.trend-0.35-sd.group-0.25-turk16"
1034,5,"turk18-colorTrend-turk16","k-5-sdline-0.35-sdgroup-0.20","","4, 1","Images/Lineups/svgs/5d856117a7d3e9346a51d2d9daa07c2c.svg","turk18",10,"set-10-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1134,5,"turk18-colorTrend-turk16","k-5-sdline-0.35-sdgroup-0.20","","18, 13","Images/Lineups/svgs/d27d1809e5ef4861da7ed69dc65c3506.svg","turk18",11,"set-11-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1234,5,"turk18-colorTrend-turk16","k-5-sdline-0.35-sdgroup-0.20","","16, 1","Images/Lineups/svgs/f6ea060289b5748399be84c191f2e78c.svg","turk18",12,"set-12-k-5-sd.trend-0.35-sd.group-0.20-turk16"
1334,3,"turk18-colorTrend-turk16","k-3-sdline-0.45-sdgroup-0.25","","15, 16","Images/Lineups/svgs/53c2f6d713f51ec6d83ca0b26cd0a3c0.svg","turk18",13,"set-13-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1434,3,"turk18-colorTrend-turk16","k-3-sdline-0.45-sdgroup-0.25","","15, 19","Images/Lineups/svgs/472d3d1e20a0faaca1c6aeeaecd2e3a4.svg","turk18",14,"set-14-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1534,3,"turk18-colorTrend-turk16","k-3-sdline-0.45-sdgroup-0.25","","17, 8","Images/Lineups/svgs/2273ff978485f6ccccb933fa30ae00e8.svg","turk18",15,"set-15-k-3-sd.trend-0.45-sd.group-0.25-turk16"
1634,5,"turk18-colorTrend-turk16","k-5-sdline-0.45-sdgroup-0.20","","12, 4","Images/Lineups/svgs/f5e0390976d34f7d2eb8f0efa78dfcb2.svg","turk18",16,"set-16-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1734,5,"turk18-colorTrend-turk16","k-5-sdline-0.45-sdgroup-0.20","","14, 13","Images/Lineups/svgs/c8ee52b15593b6ac2afea46e61a79849.svg","turk18",17,"set-17-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1834,5,"turk18-colorTrend-turk16","k-5-sdline-0.45-sdgroup-0.20","","20, 5","Images/Lineups/svgs/cb8854c966ba1513b14796cfdc7b15b8.svg","turk18",18,"set-18-k-5-sd.trend-0.45-sd.group-0.20-turk16"
1934,3,"turk18-colorTrend-turk16","k-3-sdline-0.25-sdgroup-0.30","","2, 1","Images/Lineups/svgs/2b92c2e64670494bc1683399656d20f5.svg","turk18",19,"set-19-k-3-sd.trend-0.25-sd.group-0.30-turk16"
